rec_id	drug	recommendation	variants	lookup_genes	component_count
7589368	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589369	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 2.5"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589370	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 3.0"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589371	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 2.75"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589372	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 4.0"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589373	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.0"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589374	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.25"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589375	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.5"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589376	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥4.0"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589377	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.75"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589378	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥5.0"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589379	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589380	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.5"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7590203	tamoxifen	Avoid moderate and strong CYP2D6 inhibitors. Initiate therapy with recommended standard of care dosing (tamoxifen 20 mg/day).	"[""CYP2D6 1.25""]"	CYP2D6	1
7589381	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 3.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589382	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.75"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589383	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 4.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589384	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589385	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.25"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589386	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.5"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589387	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥4.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589388	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.75"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589389	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥5.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589390	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589391	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.5"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589392	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 3.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589393	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.75"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589394	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 4.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589442	capecitabine	Reduce starting dose by 50% followed by titration of dose based on toxicity or therapeutic drug monitoring (if available).	"[""DPYD 1.5""]"	DPYD	1
7589395	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589396	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.25"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589397	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.5"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589398	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥4.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589399	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.75"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589400	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥5.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589401	doxepin	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589402	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 2.5"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589403	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 3.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589404	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 2.75"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589405	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 4.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589406	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589407	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.25"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589408	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.5"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589409	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥4.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589410	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.75"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589411	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥5.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589412	doxepin	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥6.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589413	doxepin	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589414	doxepin	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Normal Metabolizer""]"	CYP2C19|CYP2D6	2
7589415	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 n/a"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589416	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 n/a"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589417	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 n/a"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589418	doxepin	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589419	doxepin	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589468	fluvastatin	Prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines.	"[""CYP2C9 2.0"", ""SLCO1B1 Increased Function""]"	CYP2C9|SLCO1B1	2
7589420	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 n/a"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589421	doxepin	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589422	doxepin	Initiate therapy with recommended starting dose.	"[""CYP2D6 No Result"", ""CYP2C19 Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589423	doxepin	Initiate therapy with recommended starting dose.	"[""CYP2D6 No Result"", ""CYP2C19 Normal Metabolizer""]"	CYP2C19|CYP2D6	2
7589424	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 No Result"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589425	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 No Result"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589426	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 No Result"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589427	doxepin	No recommendation	"[""CYP2D6 No Result"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589428	doxepin	Initiate therapy with recommended starting dose.	"[""CYP2D6 No Result"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589488	fluvastatin	Based on CYP2C9 status, prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. SLCO1B1 phenotype could not be assigned based on genotyping.	"[""CYP2C9 2.0"", ""SLCO1B1 Indeterminate""]"	CYP2C9|SLCO1B1	2
7589429	doxepin	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 No Result"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589430	efavirenz	Initiate efavirenz with standard dosing (600 mg/day)	"[""CYP2B6 Ultrarapid Metabolizer""]"	CYP2B6	1
7589431	efavirenz	Initiate efavirenz with standard dosing (600 mg/day)	"[""CYP2B6 Rapid Metabolizer""]"	CYP2B6	1
7589432	efavirenz	Initiate efavirenz with standard dosing (600 mg/day)	"[""CYP2B6 Normal Metabolizer""]"	CYP2B6	1
7589433	efavirenz	Consider initiating efavirenz with decreased dose of 400 mg/day	"[""CYP2B6 Intermediate Metabolizer""]"	CYP2B6	1
7589434	efavirenz	Consider initiating efavirenz with decreased dose of 400 or 200 mg/day	"[""CYP2B6 Poor Metabolizer""]"	CYP2B6	1
7589435	efavirenz	No recommendation	"[""CYP2B6 Indeterminate""]"	CYP2B6	1
7589436	fluorouracil	Based on genotype, there is no indication to change dose or therapy. Use label-recommended dosage and administration.	"[""DPYD 2.0""]"	DPYD	1
7589437	fluorouracil	Reduce starting dose by 50% followed by titration of dose based on toxicity or therapeutic drug monitoring (if available).	"[""DPYD 1.5""]"	DPYD	1
7589438	fluorouracil	Reduce starting dose by 50% followed by titration of dose based on toxicity or therapeutic drug monitoring (if available). Patients with the c.2846A>T/c.2846A>T genotype may require >50% reduction in starting dose.	"[""DPYD 1.0""]"	DPYD	1
7589439	fluorouracil	Avoid use of 5-fluorouracil or 5-fluorouracil prodrug-based regimens. In the event, based on clinical advice, alternative agents are not considered a suitable therapeutic option, 5-fluorouracil should be administered at a strongly reduced dose with early therapeutic drug monitoring.	"[""DPYD 0.5""]"	DPYD	1
7589440	fluorouracil	Avoid use of 5-fluorouracil or 5-fluorouracil prodrug-based regimens.	"[""DPYD 0.0""]"	DPYD	1
7589443	capecitabine	Reduce starting dose by 50% followed by titration of dose based on toxicity or therapeutic drug monitoring (if available). Patients with the c.2846A>T/c.2846A>T genotype may require >50% reduction in starting dose.	"[""DPYD 1.0""]"	DPYD	1
7589444	capecitabine	Avoid use of 5-fluorouracil or 5-fluorouracil prodrug-based regimens. In the event, based on clinical advice, alternative agents are not considered a suitable therapeutic option, 5-fluorouracil should be administered at a strongly reduced dose with early therapeutic drug monitoring.	"[""DPYD 0.5""]"	DPYD	1
7589445	capecitabine	Avoid use of 5-fluorouracil or 5-fluorouracil prodrug-based regimens.	"[""DPYD 0.0""]"	DPYD	1
7589446	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.0"", ""SLCO1B1 Possible Decreased Function""]"	CYP2C9|SLCO1B1	2
7589447	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.0"", ""SLCO1B1 Decreased Function""]"	CYP2C9|SLCO1B1	2
7589448	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.5"", ""SLCO1B1 Possible Decreased Function""]"	CYP2C9|SLCO1B1	2
7589449	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.5"", ""SLCO1B1 Decreased Function""]"	CYP2C9|SLCO1B1	2
7589450	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 0.0"", ""SLCO1B1 Normal Function""]"	CYP2C9|SLCO1B1	2
7589489	fluvastatin	Based on CYP2C9 status, prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. SLCO1B1 genotype result is not available.	"[""CYP2C9 2.0"", ""SLCO1B1 No Result""]"	CYP2C9|SLCO1B1	2
7589451	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 0.0"", ""SLCO1B1 Increased Function""]"	CYP2C9|SLCO1B1	2
7589452	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 0.5"", ""SLCO1B1 Normal Function""]"	CYP2C9|SLCO1B1	2
7589453	fluvastatin	Prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 0.5"", ""SLCO1B1 Increased Function""]"	CYP2C9|SLCO1B1	2
7589454	fluvastatin	Prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.0"", ""SLCO1B1 Normal Function""]"	CYP2C9|SLCO1B1	2
7589455	fluvastatin	Prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.0"", ""SLCO1B1 Increased Function""]"	CYP2C9|SLCO1B1	2
7589456	fluvastatin	Prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.5"", ""SLCO1B1 Normal Function""]"	CYP2C9|SLCO1B1	2
7589457	fluvastatin	Prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	"[""CYP2C9 1.5"", ""SLCO1B1 Increased Function""]"	CYP2C9|SLCO1B1	2
